user_id,event_date,event_type
88,2024-01-08 00:00:00,session_start
89,2024-01-02 00:00:00,session_start
90,2024-01-30 00:00:00,session_start
90,2024-01-31 00:00:00,session_start
90,2024-02-01 00:00:00,session_start
90,2024-02-02 00:00:00,session_start
90,2024-02-03 00:00:00,session_start
90,2024-02-04 00:00:00,session_start
90,2024-02-05 00:00:00,session_start
90,2024-02-06 00:00:00,session_start
90,2024-02-07 00:00:00,session_start
91,2024-01-06 00:00:00,session_start
91,2024-01-07 00:00:00,session_start
91,2024-01-08 00:00:00,session_start
91,2024-01-09 00:00:00,session_start
91,2024-01-10 00:00:00,session_start
91,2024-01-11 00:00:00,session_start
92,2024-01-22 00:00:00,session_start
92,2024-01-23 00:00:00,session_start
92,2024-01-24 00:00:00,session_start
93,2024-01-10 00:00:00,session_start
93,2024-01-11 00:00:00,session_start
93,2024-01-12 00:00:00,session_start
93,2024-01-13 00:00:00,session_start
93,2024-01-14 00:00:00,session_start
93,2024-01-15 00:00:00,session_start
94,2024-01-04 00:00:00,session_start
94,2024-01-05 00:00:00,session_start
95,2024-01-22 00:00:00,session_start
95,2024-01-23 00:00:00,session_start
95,2024-01-24 00:00:00,session_start
96,2024-01-29 00:00:00,session_start
96,2024-01-30 00:00:00,session_start
96,2024-01-31 00:00:00,session_start
96,2024-02-01 00:00:00,session_start
96,2024-02-02 00:00:00,session_start
96,2024-02-03 00:00:00,session_start
96,2024-02-04 00:00:00,session_start
96,2024-02-05 00:00:00,session_start
96,2024-02-06 00:00:00,session_start
96,2024-02-07 00:00:00,session_start
96,2024-02-08 00:00:00,session_start
96,2024-02-09 00:00:00,session_start
96,2024-02-10 00:00:00,session_start
97,2024-01-18 00:00:00,session_start
97,2024-01-19 00:00:00,session_start
98,2024-01-26 00:00:00,session_start
98,2024-01-27 00:00:00,session_start
98,2024-01-28 00:00:00,session_start
98,2024-01-29 00:00:00,session_start
99,2024-01-12 00:00:00,session_start
99,2024-01-13 00:00:00,session_start
99,2024-01-14 00:00:00,session_start
99,2024-01-15 00:00:00,session_start
99,2024-01-16 00:00:00,session_start
99,2024-01-17 00:00:00,session_start
99,2024-01-18 00:00:00,session_start
99,2024-01-19 00:00:00,session_start
99,2024-01-20 00:00:00,session_start
99,2024-01-21 00:00:00,session_start
99,2024-01-22 00:00:00,session_start
99,2024-01-23 00:00:00,session_start
100,2024-01-02 00:00:00,session_start
100,2024-01-03 00:00:00,session_start
100,2024-01-04 00:00:00,session_start
100,2024-01-05 00:00:00,session_start
100,2024-01-06 00:00:00,session_start
100,2024-01-07 00:00:00,session_start
100,2024-01-08 00:00:00,session_start
101,2024-01-10 00:00:00,session_start
102,2024-01-30 00:00:00,session_start
103,2024-01-04 00:00:00,session_start
104,2024-01-14 00:00:00,session_start
104,2024-01-15 00:00:00,session_start
104,2024-01-16 00:00:00,session_start
104,2024-01-17 00:00:00,session_start
104,2024-01-18 00:00:00,session_start
104,2024-01-19 00:00:00,session_start
105,2024-01-16 00:00:00,session_start
105,2024-01-17 00:00:00,session_start
105,2024-01-18 00:00:00,session_start
106,2024-01-15 00:00:00,session_start
107,2024-01-08 00:00:00,session_start
107,2024-01-09 00:00:00,session_start
107,2024-01-10 00:00:00,session_start
107,2024-01-11 00:00:00,session_start
107,2024-01-12 00:00:00,session_start
107,2024-01-13 00:00:00,session_start
107,2024-01-14 00:00:00,session_start
107,2024-01-15 00:00:00,session_start
107,2024-01-16 00:00:00,session_start
107,2024-01-17 00:00:00,session_start
107,2024-01-18 00:00:00,session_start
107,2024-01-19 00:00:00,session_start
107,2024-01-20 00:00:00,session_start
107,2024-01-21 00:00:00,session_start
107,2024-01-22 00:00:00,session_start
107,2024-01-23 00:00:00,session_start
108,2024-01-14 00:00:00,session_start
108,2024-01-15 00:00:00,session_start
108,2024-01-16 00:00:00,session_start
108,2024-01-17 00:00:00,session_start
109,2024-01-23 00:00:00,session_start
109,2024-01-24 00:00:00,session_start
110,2024-01-28 00:00:00,session_start
110,2024-01-29 00:00:00,session_start
110,2024-01-30 00:00:00,session_start
110,2024-01-31 00:00:00,session_start
111,2024-01-25 00:00:00,session_start
111,2024-01-26 00:00:00,session_start
111,2024-01-27 00:00:00,session_start
111,2024-01-28 00:00:00,session_start
111,2024-01-29 00:00:00,session_start
111,2024-01-30 00:00:00,session_start
112,2024-01-30 00:00:00,session_start
113,2024-01-08 00:00:00,session_start
113,2024-01-09 00:00:00,session_start
114,2024-01-21 00:00:00,session_start
114,2024-01-22 00:00:00,session_start
114,2024-01-23 00:00:00,session_start
114,2024-01-24 00:00:00,session_start
114,2024-01-25 00:00:00,session_start
114,2024-01-26 00:00:00,session_start
114,2024-01-27 00:00:00,session_start
114,2024-01-28 00:00:00,session_start
114,2024-01-29 00:00:00,session_start
115,2024-01-16 00:00:00,session_start
115,2024-01-17 00:00:00,session_start
115,2024-01-18 00:00:00,session_start
115,2024-01-19 00:00:00,session_start
116,2024-01-13 00:00:00,session_start
116,2024-01-14 00:00:00,session_start
116,2024-01-15 00:00:00,session_start
116,2024-01-16 00:00:00,session_start
117,2024-01-18 00:00:00,session_start
117,2024-01-19 00:00:00,session_start
117,2024-01-20 00:00:00,session_start
118,2024-01-15 00:00:00,session_start
119,2024-01-21 00:00:00,session_start
120,2024-01-24 00:00:00,session_start
120,2024-01-25 00:00:00,session_start
120,2024-01-26 00:00:00,session_start
121,2024-01-26 00:00:00,session_start
121,2024-01-27 00:00:00,session_start
122,2024-01-25 00:00:00,session_start
123,2024-01-28 00:00:00,session_start
123,2024-01-29 00:00:00,session_start
123,2024-01-30 00:00:00,session_start
123,2024-01-31 00:00:00,session_start
123,2024-02-01 00:00:00,session_start
123,2024-02-02 00:00:00,session_start
123,2024-02-03 00:00:00,session_start
123,2024-02-04 00:00:00,session_start
123,2024-02-05 00:00:00,session_start
123,2024-02-06 00:00:00,session_start
124,2024-01-28 00:00:00,session_start
124,2024-01-29 00:00:00,session_start
124,2024-01-30 00:00:00,session_start
124,2024-01-31 00:00:00,session_start
124,2024-02-01 00:00:00,session_start
124,2024-02-02 00:00:00,session_start
124,2024-02-03 00:00:00,session_start
124,2024-02-04 00:00:00,session_start
124,2024-02-05 00:00:00,session_start
124,2024-02-06 00:00:00,session_start
124,2024-02-07 00:00:00,session_start
124,2024-02-08 00:00:00,session_start
124,2024-02-09 00:00:00,session_start
124,2024-02-10 00:00:00,session_start
124,2024-02-11 00:00:00,session_start
124,2024-02-12 00:00:00,session_start
124,2024-02-13 00:00:00,session_start
124,2024-02-14 00:00:00,session_start
124,2024-02-15 00:00:00,session_start
124,2024-02-16 00:00:00,session_start
124,2024-02-17 00:00:00,session_start
125,2024-01-28 00:00:00,session_start
125,2024-01-29 00:00:00,session_start
125,2024-01-30 00:00:00,session_start
125,2024-01-31 00:00:00,session_start
125,2024-02-01 00:00:00,session_start
125,2024-02-02 00:00:00,session_start
125,2024-02-03 00:00:00,session_start
125,2024-02-04 00:00:00,session_start
126,2024-01-13 00:00:00,session_start
126,2024-01-14 00:00:00,session_start
126,2024-01-15 00:00:00,session_start
126,2024-01-16 00:00:00,session_start
126,2024-01-17 00:00:00,session_start
126,2024-01-18 00:00:00,session_start
126,2024-01-19 00:00:00,session_start
126,2024-01-20 00:00:00,session_start
126,2024-01-21 00:00:00,session_start
126,2024-01-22 00:00:00,session_start
127,2024-01-09 00:00:00,session_start
127,2024-01-10 00:00:00,session_start
128,2024-01-29 00:00:00,session_start
128,2024-01-30 00:00:00,session_start
128,2024-01-31 00:00:00,session_start
128,2024-02-01 00:00:00,session_start
128,2024-02-02 00:00:00,session_start
128,2024-02-03 00:00:00,session_start
128,2024-02-04 00:00:00,session_start
128,2024-02-05 00:00:00,session_start
128,2024-02-06 00:00:00,session_start
128,2024-02-07 00:00:00,session_start
128,2024-02-08 00:00:00,session_start
128,2024-02-09 00:00:00,session_start
128,2024-02-10 00:00:00,session_start
128,2024-02-11 00:00:00,session_start
128,2024-02-12 00:00:00,session_start
128,2024-02-13 00:00:00,session_start
128,2024-02-14 00:00:00,session_start
129,2024-01-15 00:00:00,session_start
129,2024-01-16 00:00:00,session_start
130,2024-01-13 00:00:00,session_start
130,2024-01-14 00:00:00,session_start
130,2024-01-15 00:00:00,session_start
130,2024-01-16 00:00:00,session_start
130,2024-01-17 00:00:00,session_start
130,2024-01-18 00:00:00,session_start
130,2024-01-19 00:00:00,session_start
130,2024-01-20 00:00:00,session_start
130,2024-01-21 00:00:00,session_start
130,2024-01-22 00:00:00,session_start
130,2024-01-23 00:00:00,session_start
130,2024-01-24 00:00:00,session_start
130,2024-01-25 00:00:00,session_start
130,2024-01-26 00:00:00,session_start
130,2024-01-27 00:00:00,session_start
130,2024-01-28 00:00:00,session_start
131,2024-01-01 00:00:00,session_start
131,2024-01-02 00:00:00,session_start
131,2024-01-03 00:00:00,session_start
131,2024-01-04 00:00:00,session_start
131,2024-01-05 00:00:00,session_start
131,2024-01-06 00:00:00,session_start
131,2024-01-07 00:00:00,session_start
131,2024-01-08 00:00:00,session_start
131,2024-01-09 00:00:00,session_start
131,2024-01-10 00:00:00,session_start
131,2024-01-11 00:00:00,session_start
131,2024-01-12 00:00:00,session_start
131,2024-01-13 00:00:00,session_start
131,2024-01-14 00:00:00,session_start
131,2024-01-15 00:00:00,session_start
131,2024-01-16 00:00:00,session_start
131,2024-01-17 00:00:00,session_start
131,2024-01-18 00:00:00,session_start
131,2024-01-19 00:00:00,session_start
131,2024-01-20 00:00:00,session_start
131,2024-01-21 00:00:00,session_start
131,2024-01-22 00:00:00,session_start
131,2024-01-23 00:00:00,session_start
131,2024-01-24 00:00:00,session_start
131,2024-01-25 00:00:00,session_start
131,2024-01-26 00:00:00,session_start
131,2024-01-27 00:00:00,session_start
132,2024-01-25 00:00:00,session_start
132,2024-01-26 00:00:00,session_start
132,2024-01-27 00:00:00,session_start
132,2024-01-28 00:00:00,session_start
132,2024-01-29 00:00:00,session_start
132,2024-01-30 00:00:00,session_start
132,2024-01-31 00:00:00,session_start
133,2024-01-07 00:00:00,session_start
133,2024-01-08 00:00:00,session_start
133,2024-01-09 00:00:00,session_start
133,2024-01-10 00:00:00,session_start
133,2024-01-11 00:00:00,session_start
133,2024-01-12 00:00:00,session_start
133,2024-01-13 00:00:00,session_start
133,2024-01-14 00:00:00,session_start
133,2024-01-15 00:00:00,session_start
133,2024-01-16 00:00:00,session_start
133,2024-01-17 00:00:00,session_start
133,2024-01-18 00:00:00,session_start
133,2024-01-19 00:00:00,session_start
133,2024-01-20 00:00:00,session_start
